Source ID,Original Antigens,LLM Harmonized Antigens,Original Antigen Count,Harmonized Antigen Count
syn25126365,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126364,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126363,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126362,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126439,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126464,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126463,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126462,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126438,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'VIM']",26,26
syn25126435,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'VIM']",26,26
syn52287315,"['Antibody: anti DS DNA, Channel: ASMA, Marker: ', 'Antibody: anti pan cytokeratin, Channel: Ki-67, Marker: ', 'Antibody: anti CCR2, Channel: CD8, Marker: ', 'Antibody: anti EOMES, Channel: DCLAMP, Marker: ', 'Antibody: anti PD-1, Channel: PD-L1, Marker: ', 'Antibody: anti CD11b, Channel: CD163, Marker: ', 'Antibody: anti alpha SMA, Channel: PANCK, Marker: ', 'Antibody: anti CD163, Channel: CD11C, Marker: ', 'Antibody: anti CD66B, Channel: TBET, Marker: ', 'Antibody: anti CD11c, Channel: CD66B, Marker: ', 'Antibody: anti T-bet, Channel: CD68, Marker: ', 'Antibody: anti CD20, Channel: GRZB, Marker: ', 'Antibody: anti CD68, Channel: CD20, Marker: ', 'Antibody: anti DCLAMP, Channel: CD45, Marker: ', 'Antibody: anti KI67, Channel: FOXP3, Marker: ', 'Antibody: anti CD169, Channel: CD11B, Marker: ', 'Antibody: anti FOXP3, Channel: CD169, Marker: ', 'Antibody: anti CD3, Channel: EOMES, Marker: ', 'Antibody: anti HLA II, Channel: CD3, Marker: ', 'Antibody: anti CD45, Channel: PD-1, Marker: ', 'Antibody: anti PD-L1, Channel: GFP, Marker: Vimentin', 'Antibody: anti Granzyme B, Channel: CCR2, Marker: ', 'Antibody: , Channel: DNA, Marker: ', 'Antibody: anti CD8, Channel: HLAII, Marker: ']","['Ki-67, FOXP3', 'CD8, HLAII', 'alpha SMA, Pan-Cytokeratin', 'PD-L1, VIM', 'CD45, PD-1', 'FOXP3, CD169', 'DCLAMP, CD45', 'CD163, CD11C', 'CD3, EOMES', 'HLA II, CD3', 'Pan-Cytokeratin, Ki-67', 'T-bet, CD68', 'PD-L1, PD-1', 'Granzyme B, CCR2', 'CD169, CD11B', 'CD68, CD20', 'CCR2, CD8', 'EOMES', 'CD66B', 'CD11c, CD66B', 'CD20', 'Nuclear', 'CD11b, CD163']",24,23
syn52287314,"['Antibody: anti alpha SMA, Channel: ASMA, Marker: ', 'Antibody: anti CD163, Channel: CD163, Marker: ', 'Antibody: anti EOMES, Channel: EOMES, Marker: ', 'Antibody: anti T-bet, Channel: TBET, Marker: ', 'Antibody: anti CD45, Channel: CD45, Marker: ', 'Antibody: anti DS DNA, Channel: DNA, Marker: ', 'Antibody: anti KI67, Channel: Ki-67, Marker: ', 'Antibody: anti CD11c, Channel: CD11C, Marker: ', 'Antibody: anti CD3, Channel: CD3, Marker: ', 'Antibody: anti CCR2, Channel: CCR2, Marker: ', 'Antibody: anti FOXP3, Channel: FOXP3, Marker: ', 'Antibody: anti DCLAMP, Channel: DCLAMP, Marker: ', 'Antibody: anti CD169, Channel: CD169, Marker: ', 'Antibody: anti PD-L1, Channel: PD-L1, Marker: ', 'Antibody: anti CD11b, Channel: CD11B, Marker: ', 'Antibody: anti pan cytokeratin, Channel: PANCK, Marker: ', 'Antibody: anti CD68, Channel: CD68, Marker: ', 'Antibody: anti PD-1, Channel: PD-1, Marker: ', 'Antibody: anti CD20, Channel: CD20, Marker: ', 'Antibody: anti HLA II, Channel: HLAII, Marker: ', 'Antibody: anti Granzyme B, Channel: GRZB, Marker: ', 'Antibody: anti CD66B, Channel: CD66B, Marker: ', 'Antibody: anti CD8, Channel: CD8, Marker: ']","['CD3', 'PD-L1', 'Pan-Cytokeratin', 'Granzyme B', 'CCR2', 'CD169', 'CD68', 'PD-1', 'Ki-67', 'CD163', 'CD8', 'ASMA', 'HLA II', 'DCLAMP', 'CD11C', 'CD11B', 'EOMES', 'CD66B', 'CD20', 'FOXP3', 'TBET', 'Nuclear', 'CD45']",23,23
syn51526282,"['Antibody: , Channel: CD169, Marker: ', 'Antibody: , Channel: CD20, Marker: ', 'Antibody: , Channel: PD-1, Marker: ', 'Antibody: , Channel: SMA, Marker: ', 'Antibody: , Channel: CD68, Marker: ', 'Antibody: , Channel: CD3, Marker: ', 'Antibody: , Channel: HLAII, Marker: ', 'Antibody: , Channel: CD45, Marker: ', 'Antibody: , Channel: PANCK, Marker: ', 'Antibody: , Channel: CD11C, Marker: ', 'Antibody: , Channel: FOXP3, Marker: ', 'Antibody: , Channel: CCR2, Marker: ', 'Antibody: , Channel: Ki-67, Marker: ', 'Antibody: , Channel: DCLAMP, Marker: ', 'Antibody: , Channel: CD11B, Marker: ', 'Antibody: , Channel: TBET, Marker: ', 'Antibody: , Channel: EOMES, Marker: ', 'Antibody: , Channel: PD-L1, Marker: ', 'Antibody: , Channel: GRZB, Marker: ', 'Antibody: , Channel: CD8, Marker: ', 'Antibody: , Channel: DNA, Marker: ', 'Antibody: , Channel: CD66B, Marker: ', 'Antibody: , Channel: CD163, Marker: ']","['CD3', 'PD-L1', 'Pan-Cytokeratin', 'CCR2', 'SMA', 'CD169', 'CD68', 'PD-1', 'Ki-67', 'CD8', 'CD163', 'HLAII', 'CD11C', 'CD11B', 'EOMES', 'CD66B', 'CD20', 'Blank', 'FOXP3', 'Nuclear', 'CD45']",23,21
syn24988818,"['Antibody: anti CD3, Channel: CD3, Marker: ', 'Antibody: anti IDO, Channel: IDO, Marker: ', 'Antibody: anti CD68, Channel: CD68, Marker: ', 'Antibody: hematoxylin, Channel: DNA, Marker: ', 'Antibody: anti CD4, Channel: CD4, Marker: ', 'Antibody: anti CD45, Channel: CD45, Marker: ', 'Antibody: anti PD1, Channel: PD-1, Marker: ', 'Antibody: anti EOMES, Channel: EOMES, Marker: ', 'Antibody: anti Granzyme B, Channel: GRZB, Marker: ', 'Antibody: anti KI67, Channel: Ki-67, Marker: ', 'Antibody: anti T-bet, Channel: TBET, Marker: ', 'Antibody: anti CD8, Channel: CD8, Marker: ']","['CD3', 'CD4', 'CD68', 'CD8', 'EOMES', 'Granzyme B', 'Ki-67', 'PD-1', 'TBET', 'Nuclear', 'CD45', 'IDO']",12,12
syn24988819,"['Antibody: anti CD3, Channel: CD3, Marker: ', 'Antibody: anti IDO, Channel: IDO, Marker: ', 'Antibody: anti CD68, Channel: CD68, Marker: ', 'Antibody: hematoxylin, Channel: DNA, Marker: ', 'Antibody: anti CD4, Channel: CD4, Marker: ', 'Antibody: anti CD45, Channel: CD45, Marker: ', 'Antibody: anti PD1, Channel: PD-1, Marker: ', 'Antibody: anti EOMES, Channel: EOMES, Marker: ', 'Antibody: anti Granzyme B, Channel: GRZB, Marker: ', 'Antibody: anti KI67, Channel: Ki-67, Marker: ', 'Antibody: anti T-bet, Channel: TBET, Marker: ', 'Antibody: anti CD8, Channel: CD8, Marker: ']","['CD3', 'CD4', 'CD68', 'CD8', 'EOMES', 'Granzyme B', 'Ki-67', 'PD-1', 'TBET', 'Nuclear', 'CD45', 'IDO']",12,12
syn24988820,"['Antibody: anti CD3, Channel: CD3, Marker: ', 'Antibody: anti IDO, Channel: IDO, Marker: ', 'Antibody: anti CD68, Channel: CD68, Marker: ', 'Antibody: hematoxylin, Channel: DNA, Marker: ', 'Antibody: anti CD4, Channel: CD4, Marker: ', 'Antibody: anti CD45, Channel: CD45, Marker: ', 'Antibody: anti PD1, Channel: PD-1, Marker: ', 'Antibody: anti EOMES, Channel: EOMES, Marker: ', 'Antibody: anti Granzyme B, Channel: GRZB, Marker: ', 'Antibody: anti KI67, Channel: Ki-67, Marker: ', 'Antibody: anti T-bet, Channel: TBET, Marker: ', 'Antibody: anti CD8, Channel: CD8, Marker: ']","['CD3', 'CD4', 'CD68', 'CD8', 'EOMES', 'Granzyme B', 'Ki-67', 'PD-1', 'TBET', 'Nuclear', 'CD45', 'IDO']",12,12
syn31822647,"['Antibody: anti CD3, Channel: CD3, Marker: ', 'Antibody: anti IDO, Channel: IDO, Marker: ', 'Antibody: anti CD68, Channel: CD68, Marker: ', 'Antibody: hematoxylin, Channel: DNA, Marker: ', 'Antibody: anti CD4, Channel: CD4, Marker: ', 'Antibody: anti CD45, Channel: CD45, Marker: ', 'Antibody: anti PD1, Channel: PD-1, Marker: ', 'Antibody: anti EOMES, Channel: EOMES, Marker: ', 'Antibody: anti Granzyme B, Channel: GRZB, Marker: ', 'Antibody: anti KI67, Channel: Ki-67, Marker: ', 'Antibody: anti T-bet, Channel: TBET, Marker: ', 'Antibody: anti CD8, Channel: CD8, Marker: ']","['CD3', 'CD4', 'CD68', 'CD8', 'EOMES', 'Granzyme B', 'Ki-67', 'PD-1', 'TBET', 'Nuclear', 'CD45', 'IDO']",12,12
